age,education_num,hours_per_week,occupation_prestige,sex,income_high
49,12,49,0.468,1,1
35,15,53,0.489,1,1
26,14,48,0.457,1,1
46,11,31,0.354,0,0
51,8,29,0.204,0,0
24,11,46,0.499,1,1
62,8,39,0.016,1,0
17,9,46,0.446,1,1
30,6,46,0.637,1,1
43,15,34,0.753,0,0
39,8,43,0.414,0,0
40,7,31,0.6,0,1
29,16,33,0.252,1,0
31,13,39,0.548,0,1
47,10,29,0.735,1,0
27,11,50,0.406,1,0
54,15,38,1.0,1,0
36,12,18,0.427,0,0
36,8,47,0.431,1,1
25,10,52,0.633,1,0
38,13,51,0.703,1,1
40,11,16,0.639,1,0
36,13,42,0.681,1,0
52,10,23,0.516,0,0
39,10,38,0.476,1,0
62,11,32,0.388,0,0
53,11,47,0.462,1,0
47,8,31,0.354,1,1
61,10,52,0.689,1,1
30,16,54,0.77,1,1
33,11,46,0.638,1,1
45,9,72,0.717,0,1
31,5,44,0.382,0,0
49,10,31,0.587,0,0
57,13,34,0.46,1,0
17,11,24,0.341,0,0
33,15,52,0.747,1,1
28,12,54,0.687,1,0
49,13,42,0.756,0,0
22,6,44,0.557,0,0
55,10,51,0.388,0,1
46,14,19,0.501,1,1
44,10,51,0.711,1,1
65,12,57,0.85,1,1
47,10,44,0.346,0,1
36,11,23,1.0,0,0
63,13,41,0.52,1,1
60,7,42,0.448,0,1
17,9,43,0.425,0,0
33,6,48,0.373,1,0
47,7,29,0.361,0,0
26,11,36,0.632,1,0
47,15,44,0.796,1,1
38,7,24,0.671,0,0
55,14,42,0.378,1,0
44,13,27,0.526,1,0
26,12,33,0.487,1,0
37,10,54,0.633,1,0
33,7,46,0.475,0,0
41,9,47,0.619,1,0
38,16,37,0.637,1,1
43,6,45,0.297,0,0
21,12,52,0.833,1,1
31,9,51,0.406,0,1
34,9,25,0.352,0,0
48,8,25,0.773,0,0
25,11,32,0.766,0,0
45,10,29,0.467,1,1
41,8,48,0.309,0,0
34,16,49,0.566,1,1
45,10,31,0.625,0,0
38,11,45,0.317,0,0
26,15,56,0.431,1,1
52,12,27,0.484,0,1
41,8,41,0.549,1,0
38,9,44,0.448,1,0
30,10,34,0.605,0,0
35,12,61,0.613,1,1
52,9,42,0.594,1,1
35,7,53,0.266,0,0
38,8,26,0.364,0,0
56,14,51,0.649,1,1
54,13,40,0.445,1,0
24,16,42,0.36,1,1
28,7,27,0.135,0,1
33,13,43,0.821,1,1
44,12,68,0.58,1,1
59,7,46,0.279,0,0
53,6,12,0.267,0,0
41,15,41,0.979,1,1
47,9,40,0.278,1,0
30,9,37,0.476,1,1
33,11,40,0.582,1,1
55,10,22,0.248,0,0
26,9,42,0.572,1,0
20,11,16,0.434,0,0
77,6,48,0.581,1,0
49,11,52,0.709,1,1
30,6,10,0.547,0,0
58,16,29,0.672,1,1
51,10,64,0.401,1,1
35,13,35,0.336,0,0
51,11,25,0.685,1,1
45,11,39,0.491,1,1
26,13,41,0.352,1,0
28,9,43,0.735,1,1
37,12,67,0.707,1,1
29,6,35,0.511,0,0
31,13,54,0.418,0,1
60,9,21,0.409,0,0
17,8,46,0.589,1,1
24,11,51,0.355,1,0
31,9,43,0.542,0,0
54,10,38,0.709,0,1
62,16,25,0.538,1,1
36,8,22,0.35,0,1
24,15,11,0.203,0,0
32,9,47,0.721,1,1
59,15,33,0.294,1,1
32,16,46,0.6,1,1
38,11,21,0.498,1,0
27,14,36,0.879,1,0
43,13,58,0.582,1,1
33,11,54,0.342,1,0
47,13,39,0.574,1,1
31,14,33,0.518,1,1
21,9,54,0.471,0,0
67,10,32,0.484,1,0
35,12,37,0.733,1,0
17,9,45,0.395,1,0
17,11,50,0.497,1,1
45,12,30,0.473,1,1
64,14,61,0.609,1,1
51,13,47,0.326,0,1
36,10,44,0.546,1,0
33,12,58,0.713,1,1
35,8,66,0.392,0,0
33,12,50,0.048,0,1
48,10,53,0.527,0,0
46,13,52,0.495,0,0
48,13,31,0.833,1,1
35,10,39,0.41,1,0
42,13,44,0.411,1,1
34,15,46,0.602,1,1
47,12,42,0.647,1,1
21,14,47,0.653,0,0
41,14,35,0.112,0,1
50,12,18,0.333,0,1
40,16,29,0.822,1,1
51,15,45,0.881,1,1
35,13,31,0.662,1,0
25,7,30,0.31,0,0
76,13,47,0.617,1,1
55,11,63,0.427,1,1
22,13,40,0.701,1,0
64,14,44,0.828,1,1
49,12,31,0.883,1,1
34,16,32,0.494,1,1
27,10,45,0.297,0,1
65,9,40,0.561,0,0
36,14,64,0.32,1,1
20,13,34,0.517,1,0
33,12,43,0.644,1,1
42,11,48,0.273,0,0
43,12,40,0.482,1,0
26,6,59,0.562,0,0
35,16,34,0.498,1,1
50,13,27,0.515,0,0
49,7,25,0.299,0,0
59,7,37,0.844,1,1
37,15,55,0.454,1,1
41,16,30,0.321,1,0
24,11,32,0.534,1,0
26,16,54,0.462,1,0
36,13,33,0.54,1,1
36,9,17,0.629,1,0
25,10,58,0.796,1,1
57,13,45,0.457,1,0
58,11,44,0.497,0,1
23,15,23,0.456,1,1
41,7,39,0.236,1,0
27,16,42,0.465,1,0
60,13,23,0.799,1,1
49,5,27,0.815,1,0
36,7,51,0.808,1,1
18,6,44,0.528,0,0
17,9,57,0.275,1,1
52,11,26,0.691,1,0
49,9,80,0.887,1,1
36,11,40,0.539,1,0
47,12,32,0.431,1,1
49,12,32,0.383,0,1
30,16,23,0.444,0,1
35,16,39,0.613,1,1
43,13,58,0.83,1,1
62,9,52,0.674,1,1
52,10,42,0.532,1,0
39,14,25,0.284,1,0
17,10,35,0.265,1,1
17,13,25,0.701,1,1
21,13,65,0.482,1,1
55,16,51,0.559,1,1
76,16,51,0.454,1,1
60,13,41,0.452,1,0
22,11,49,0.681,1,0
54,10,45,0.882,1,1
25,8,52,0.255,0,0
44,12,61,0.436,1,0
28,9,46,0.432,0,0
42,10,27,0.442,0,0
49,12,44,0.577,1,1
20,13,30,0.517,1,0
39,9,36,0.173,1,1
44,11,23,0.352,1,0
49,14,49,0.414,1,1
48,12,48,0.79,1,1
50,10,35,0.563,0,0
26,13,28,0.565,1,1
38,14,36,0.589,1,1
44,8,47,0.322,1,0
49,14,56,0.512,1,1
29,15,20,0.363,1,0
46,11,46,0.954,1,0
50,12,38,0.744,0,0
50,16,45,0.73,1,1
45,9,39,0.395,1,0
20,11,41,0.741,0,1
40,7,45,0.714,1,0
25,15,19,0.497,1,1
28,13,44,0.29,1,1
39,13,28,0.579,0,1
45,14,39,0.544,1,0
19,11,59,0.531,1,0
62,8,26,0.262,0,0
42,13,51,0.476,1,0
51,7,46,0.27,0,0
51,12,55,0.678,1,1
36,13,47,0.606,1,0
50,10,29,0.35,0,0
39,12,40,0.509,0,1
40,11,42,0.772,1,0
26,9,76,0.852,1,0
24,13,50,0.082,0,0
46,9,47,0.789,1,1
34,11,29,0.638,1,0
23,8,31,0.681,0,0
51,10,36,0.818,1,1
65,10,47,0.514,1,1
49,14,44,0.502,1,1
17,16,31,0.101,0,1
39,13,45,0.619,1,1
47,14,45,0.359,1,1
50,12,41,0.545,1,1
32,11,62,0.815,1,1
29,13,27,0.563,1,1
36,10,44,0.433,0,0
50,8,54,0.49,1,1
54,15,31,0.921,1,1
38,10,31,0.173,0,1
28,11,38,0.73,1,0
32,9,46,0.691,1,1
73,12,38,0.459,1,1
39,9,48,0.388,0,0
47,12,46,0.771,1,1
44,11,20,0.719,1,1
33,7,53,0.391,0,0
39,16,49,0.665,1,1
17,14,57,0.541,1,1
22,9,45,1.0,0,0
34,8,59,0.695,0,0
17,11,46,0.4,1,1
36,16,29,0.089,0,0
33,9,51,0.741,1,1
50,16,36,0.743,1,1
47,8,26,0.56,0,0
51,12,41,0.535,0,0
72,14,45,0.645,0,1
55,15,35,0.544,0,0
61,11,56,0.679,1,1
39,13,27,0.456,0,1
27,10,45,0.51,0,0
39,12,43,0.2,0,0
33,16,52,0.692,1,0
60,11,32,0.44,0,1
17,9,40,0.696,1,1
48,7,40,0.493,0,0
32,12,45,0.309,1,0
49,10,46,0.504,1,1
32,11,43,0.665,0,0
49,7,59,0.589,1,1
46,13,45,0.636,1,1
21,12,46,0.231,1,0
22,16,30,0.573,1,1
24,13,19,0.457,1,0
20,15,30,0.601,1,0
37,10,36,0.619,1,0
47,9,39,0.315,0,1
42,15,38,0.391,1,0
40,10,30,0.178,0,0
33,11,34,0.369,1,0
51,12,23,0.407,0,1
31,9,32,0.099,0,0
50,11,43,0.431,1,1
40,16,42,0.757,1,1
31,6,48,0.609,1,0
58,13,52,0.734,1,1
39,9,65,0.322,1,0
33,14,42,0.091,0,1
37,10,57,0.303,1,1
41,12,64,0.496,0,1
33,9,60,0.112,0,0
52,13,17,0.521,0,0
46,9,33,0.492,0,0
57,12,53,0.368,0,0
24,12,30,0.518,0,0
39,6,34,0.0,0,0
28,8,22,0.584,1,0
55,16,43,0.297,0,1
31,9,44,0.744,1,0
44,10,27,0.376,1,0
39,8,42,0.172,0,0
31,12,43,1.0,1,1
30,14,43,0.919,1,1
57,12,28,0.451,0,1
32,11,43,0.497,0,1
30,15,37,0.512,1,0
37,10,42,0.639,1,0
48,11,16,0.922,1,0
28,11,19,0.611,1,0
19,10,25,0.55,1,0
25,10,45,0.981,1,1
36,11,46,0.611,1,0
41,13,41,0.337,1,0
33,11,48,0.628,1,0
47,12,54,0.481,1,1
54,9,39,0.665,1,1
62,9,49,0.636,1,1
45,8,61,0.47,0,1
17,12,27,0.575,1,1
41,7,23,0.492,0,0
53,12,57,0.484,1,0
48,10,29,0.717,0,1
34,8,17,0.614,0,0
41,13,34,0.302,0,1
34,10,26,0.252,0,0
33,14,43,0.417,1,1
45,13,29,0.375,0,0
36,8,47,0.346,0,0
22,13,43,0.602,1,0
37,11,64,0.623,1,1
23,8,31,0.449,0,0
32,10,39,0.521,1,1
38,8,38,0.3,1,0
45,11,34,0.319,0,0
41,12,43,0.597,1,0
38,11,45,0.407,1,0
29,10,23,0.629,1,0
38,11,46,0.656,1,0
44,9,10,0.249,0,0
45,15,43,0.531,1,1
17,10,49,0.655,1,0
28,9,39,0.391,1,0
64,10,39,0.234,0,0
41,14,52,0.468,1,1
36,7,24,0.764,1,0
53,7,40,0.26,0,0
45,13,26,0.742,1,0
27,10,45,0.41,1,0
46,13,49,0.488,1,1
26,10,45,0.942,1,0
54,7,59,0.567,1,0
33,8,38,0.362,1,0
36,6,30,0.296,0,0
45,7,57,0.296,1,1
56,9,39,0.505,1,0
35,13,42,0.601,0,1
51,9,24,0.409,0,0
47,10,28,0.632,0,0
40,8,39,0.665,1,0
40,11,45,0.437,0,0
52,12,46,0.486,1,1
36,10,34,0.372,0,0
52,8,34,0.59,1,1
53,12,31,0.436,1,0
41,16,44,0.723,1,1
51,7,28,0.167,0,0
35,16,37,0.591,1,1
46,12,28,0.467,1,1
48,13,35,0.445,1,1
31,13,47,0.462,0,1
17,9,37,0.285,0,0
44,14,42,0.591,1,0
29,10,44,0.348,0,0
41,13,30,0.461,1,1
42,14,29,0.333,0,0
34,13,32,0.485,1,0
61,10,53,0.521,1,1
17,12,56,0.688,1,0
39,10,43,0.622,1,1
47,10,42,0.35,0,0
34,11,37,0.674,1,1
49,11,47,0.517,0,1
47,9,45,0.24,0,0
31,16,48,0.515,1,0
46,8,32,0.252,0,1
29,8,29,0.605,1,0
41,13,35,0.751,1,1
42,11,9,0.57,1,0
41,15,64,0.971,1,1
17,3,41,0.354,1,0
17,13,31,0.389,1,0
38,10,36,0.514,0,1
45,6,46,0.548,0,1
24,14,51,0.616,1,1
46,10,12,0.372,0,1
30,13,39,0.809,1,1
31,14,56,0.368,1,1
44,11,42,0.56,1,1
38,7,52,0.325,1,1
21,11,46,0.244,0,0
58,9,42,0.442,0,1
40,12,35,0.76,1,1
32,8,37,0.74,1,1
50,8,35,0.426,1,0
57,15,46,0.545,1,1
36,13,40,0.835,1,1
22,9,37,0.537,0,0
50,14,51,0.278,1,1
38,11,65,0.892,1,1
33,9,61,0.2,1,0
51,7,40,0.485,0,0
17,13,32,0.397,0,0
17,10,43,0.782,1,0
24,11,37,0.234,0,0
42,12,58,0.371,1,1
17,14,48,0.255,1,1
29,8,61,0.339,1,0
35,13,41,0.56,1,0
25,12,50,0.786,1,1
39,11,30,0.313,0,0
33,16,18,0.413,1,0
31,10,48,0.942,1,0
25,12,45,0.701,1,1
32,11,29,0.429,1,1
44,15,62,0.588,1,1
66,14,30,0.538,1,0
38,12,42,0.212,1,0
61,10,67,0.375,1,0
17,13,37,0.703,0,0
47,9,28,0.213,0,1
59,10,17,0.232,0,0
39,6,36,0.38,0,0
42,11,40,0.118,0,1
23,10,22,0.599,1,0
40,11,30,0.411,0,0
31,11,42,0.36,0,0
60,14,36,0.569,0,1
75,13,43,0.543,0,0
27,9,44,0.473,0,0
25,10,45,0.135,1,0
48,9,47,0.188,1,0
38,13,34,0.402,0,1
47,9,57,0.709,1,1
57,10,27,0.572,0,1
18,9,28,0.786,1,1
46,10,19,0.692,0,0
51,12,38,0.621,1,1
53,11,18,0.507,0,0
27,6,25,0.41,0,0
20,9,48,0.706,1,1
38,13,50,0.509,1,0
44,12,14,0.524,0,0
35,14,49,0.77,1,1
17,5,42,0.492,0,0
24,13,59,0.535,1,1
72,11,30,0.593,1,0
50,10,51,0.482,0,1
18,8,40,0.247,0,0
20,12,44,0.427,0,0
38,10,38,0.79,0,0
50,14,44,0.427,1,1
36,8,33,0.464,1,0
50,16,49,0.172,1,1
61,8,35,0.601,1,0
49,13,43,0.327,1,0
39,8,51,0.22,0,0
19,10,39,0.454,0,0
36,6,44,0.353,0,0
25,12,31,0.182,0,1
33,15,20,0.567,1,0
35,5,39,0.528,0,0
65,8,40,0.381,0,0
35,11,44,0.385,1,0
41,11,30,0.355,1,0
24,13,44,0.573,1,0
50,10,42,0.671,1,1
46,9,36,0.375,0,1
18,10,31,0.5,0,1
44,10,63,0.474,1,1
46,8,62,0.309,1,0
24,11,55,0.315,1,0
49,15,51,0.611,1,1
41,15,32,0.048,0,1
36,13,19,0.468,1,0
48,11,52,0.837,1,1
30,12,35,0.286,0,0
41,11,58,0.355,0,1
27,11,64,0.556,1,0
30,11,40,0.342,0,0
39,11,31,0.856,1,1
40,8,38,0.26,0,0
29,16,38,0.697,1,1
41,3,51,0.403,0,0
38,9,35,0.036,0,0
27,11,31,0.344,1,0
55,16,42,0.411,1,1
47,11,38,0.591,1,0
25,16,12,0.0,0,1
41,12,26,0.271,0,0
17,10,27,0.084,0,0
24,10,30,0.289,0,0
25,13,42,0.558,1,1
49,11,44,0.2,0,1
65,10,20,0.313,0,0
51,9,32,0.588,1,0
36,12,24,0.316,0,1
43,6,19,0.127,1,1
29,5,46,0.572,1,0
30,8,24,0.632,0,0
38,8,50,0.336,0,1
55,15,34,0.491,1,0
23,10,48,0.503,1,1
17,16,40,0.732,1,1
50,12,52,0.847,1,1
28,10,50,0.601,1,1
39,8,64,0.622,1,0
47,10,51,0.713,1,0
28,12,46,0.169,0,0
35,13,26,0.763,1,1
17,14,49,0.61,1,1
52,10,21,0.4,1,0
34,7,50,0.598,1,0
26,7,24,0.341,0,0
17,10,21,0.762,1,0
26,9,40,0.786,1,1
21,11,35,0.454,0,0
55,9,28,0.342,1,1
39,11,53,0.176,0,0
33,11,36,0.501,1,0
17,8,61,0.356,1,0
37,10,51,0.712,1,0
55,8,23,0.47,0,0
35,16,50,0.597,1,1
52,15,44,0.297,1,1
54,12,37,0.519,0,0
17,12,39,0.562,1,1
32,11,32,0.465,0,0
47,13,38,0.749,1,1
57,9,40,0.506,1,1
42,9,41,0.461,1,0
69,14,26,0.632,1,1
17,4,30,0.187,0,0
33,11,25,0.447,1,1
47,13,73,0.629,1,1
23,14,42,0.586,0,1
57,15,40,0.775,1,1
31,15,51,0.575,1,0
25,7,32,0.822,1,0
30,9,39,0.324,0,0
62,6,42,0.709,1,0
19,13,38,0.639,1,0
43,9,35,0.418,1,0
59,9,26,0.373,0,1
56,12,40,0.404,0,1
28,13,38,0.74,0,1
32,9,45,0.347,0,1
41,12,44,0.53,0,1
48,13,44,0.617,0,0
52,14,66,0.306,1,1
25,10,11,0.207,0,0
17,7,32,0.59,0,0
53,14,42,0.422,1,1
42,15,52,0.76,1,1
42,14,50,0.413,1,1
68,13,32,0.594,1,1
27,9,30,0.193,0,0
31,10,43,0.788,1,1
46,11,34,0.503,1,1
35,12,31,0.54,1,1
45,16,49,0.197,1,1
48,11,55,0.68,1,0
19,10,45,0.465,1,0
37,8,28,0.463,0,0
36,10,25,0.469,0,1
53,11,32,0.51,1,0
35,1,29,0.281,0,0
50,9,19,0.0,0,0
55,14,49,0.848,1,0
48,11,42,0.283,0,0
19,9,40,0.273,0,1
52,12,39,0.547,0,0
35,8,17,0.458,1,0
40,12,57,0.272,0,1
17,11,46,0.421,1,1
50,10,47,0.489,1,1
31,13,50,0.683,1,0
34,6,39,0.651,1,0
45,11,37,0.383,0,1
27,10,36,0.296,0,0
41,10,33,0.376,1,0
20,14,45,0.486,0,0
53,8,55,0.397,1,1
44,15,26,0.216,0,1
42,13,39,0.513,1,0
58,14,65,0.162,1,1
60,12,58,0.58,1,1
21,12,40,0.919,1,1
60,12,33,0.418,0,0
31,11,45,1.0,1,1
59,7,24,0.374,1,1
45,13,34,0.213,1,1
35,10,37,0.451,0,0
47,12,37,0.389,1,1
21,14,34,0.305,1,0
42,12,23,0.588,1,1
61,9,50,0.552,1,0
43,11,43,0.017,1,0
56,10,38,0.527,0,1
44,13,37,0.212,1,0
36,7,43,0.645,1,0
43,7,30,0.403,0,0
54,12,23,0.0,0,1
42,9,28,0.272,1,0
28,9,22,0.674,0,0
34,7,43,0.442,0,0
57,7,33,0.585,0,0
24,11,57,0.209,1,0
49,11,32,0.629,1,1
58,13,41,0.794,1,1
33,11,57,0.553,0,0
53,12,44,0.68,1,1
46,7,31,0.206,0,0
34,14,24,0.653,1,1
27,14,43,0.553,1,0
31,12,20,0.22,0,1
25,11,38,0.365,1,0
57,11,31,0.507,1,1
83,14,51,0.747,1,1
25,14,61,0.621,1,1
47,13,28,0.622,1,1
56,13,54,0.611,1,0
17,15,56,0.61,1,1
49,9,47,0.558,0,0
47,9,54,0.881,1,0
22,11,48,0.48,1,1
41,10,38,0.329,1,0
41,13,34,0.706,1,0
56,13,61,0.724,1,1
45,16,53,0.423,1,1
33,12,32,0.713,1,1
48,9,48,0.545,1,1
25,8,46,0.702,0,0
17,8,45,0.504,0,0
17,7,51,0.635,0,0
36,9,45,0.597,1,0
23,10,32,0.448,1,0
17,9,48,0.758,1,0
36,9,36,0.312,1,1
32,7,22,0.359,0,1
50,6,40,0.146,1,0
51,13,40,0.243,1,0
35,13,33,0.384,0,0
32,13,38,0.404,1,0
51,9,32,0.457,0,0
23,8,25,0.475,0,0
50,10,41,0.302,0,0
17,7,50,0.686,1,1
47,15,41,0.57,1,1
61,12,30,0.377,1,1
37,7,54,1.0,1,1
34,15,29,0.381,1,0
38,8,25,0.53,1,1
20,12,57,0.662,1,0
45,13,36,0.607,0,0
30,14,41,0.393,1,1
46,12,44,0.323,1,0
36,6,29,0.461,0,0
26,13,40,0.63,1,1
35,14,40,0.741,1,1
34,9,42,0.366,0,0
37,14,27,0.235,1,1
39,12,48,0.045,0,0
39,12,46,0.558,1,1
33,16,30,0.541,1,1
35,12,43,0.329,1,1
17,9,21,0.528,1,1
40,12,18,0.358,0,0
43,12,49,0.371,1,0
50,12,55,0.659,1,1
44,13,54,0.414,1,0
44,13,31,0.743,1,0
31,11,26,0.465,1,0
48,12,55,0.635,1,1
50,6,63,0.45,0,0
33,14,41,0.479,1,0
32,13,42,0.306,1,0
52,13,52,0.111,0,0
17,13,57,0.292,1,1
35,11,36,0.738,0,1
31,9,58,0.525,1,0
17,9,48,0.71,1,0
18,9,29,0.48,1,0
59,12,42,0.438,0,0
34,12,52,0.654,1,0
44,9,21,0.652,1,0
41,5,46,0.527,0,0
61,10,36,0.063,0,0
44,8,39,0.661,1,1
34,10,38,0.833,1,1
42,6,38,0.0,0,0
35,12,36,0.823,1,0
28,13,36,0.729,1,1
26,9,24,0.592,0,0
68,12,53,0.577,0,1
25,13,52,0.183,1,0
47,10,44,0.622,0,0
30,5,30,0.558,0,0
28,11,50,0.735,1,1
21,11,46,0.517,1,0
31,14,51,0.498,1,0
17,10,32,0.476,0,0
29,14,58,0.632,1,0
46,10,43,0.456,0,0
60,12,41,0.099,0,0
51,9,40,0.721,1,1
76,13,41,0.508,0,1
40,16,33,0.593,1,1
32,11,37,0.62,0,1
33,10,30,0.709,1,1
39,9,42,0.589,1,0
17,9,28,0.381,1,0
39,16,48,0.507,1,1
34,6,46,0.099,0,0
48,13,47,0.537,1,1
54,11,60,0.678,1,1
34,9,42,0.565,1,1
40,9,44,0.63,1,0
54,15,46,0.432,1,1
21,9,32,0.518,1,0
38,10,33,0.322,1,0
32,7,58,0.239,0,1
43,14,47,0.55,1,1
33,15,26,0.598,0,1
50,13,41,0.429,1,1
53,10,37,0.774,1,1
35,8,60,0.599,1,1
48,15,59,0.576,1,1
23,13,60,0.542,1,0
61,16,34,0.548,1,1
46,9,42,0.785,0,0
51,12,47,0.353,0,1
51,10,36,0.705,1,1
41,9,29,0.76,1,0
26,11,37,0.654,1,0
58,11,29,0.35,0,0
34,8,42,0.388,0,0
34,12,43,0.557,1,0
48,10,30,0.162,0,1
54,11,50,0.524,1,1
51,14,43,0.34,0,0
57,14,38,0.427,0,0
51,12,35,0.417,0,0
46,8,38,0.225,0,0
46,12,38,0.698,1,1
17,13,30,0.702,1,1
43,13,51,0.551,1,1
52,11,65,0.435,1,1
34,13,12,0.939,1,1
28,7,32,0.354,0,0
34,11,30,0.571,0,0
58,11,40,0.546,1,1
17,10,31,0.412,1,0
47,13,42,0.582,1,0
46,10,44,0.708,1,1
28,13,37,0.591,1,0
31,13,35,0.805,1,1
34,10,49,0.552,1,0
40,11,29,0.54,1,0
52,9,42,0.63,1,0
52,9,24,0.452,1,0
20,10,31,0.31,1,0
42,11,34,0.456,1,1
44,13,38,0.338,0,1
40,13,37,0.275,1,0
47,11,49,0.976,1,0
22,10,34,0.42,0,0
22,12,59,0.591,1,0
43,14,35,0.213,0,1
59,12,50,0.665,1,1
17,13,47,0.844,1,1
28,12,26,0.616,1,1
33,11,31,0.483,0,1
17,10,35,0.437,0,0
35,16,69,0.332,1,1
48,12,37,0.432,1,1
63,14,37,0.888,1,1
51,13,51,0.573,1,1
57,13,44,0.46,1,1
44,16,28,0.618,1,1
20,14,40,0.688,1,1
33,14,49,0.702,1,1
53,15,23,0.656,1,1
29,7,28,0.361,0,1
60,13,31,0.398,1,0
48,11,41,0.238,1,1
31,9,26,0.459,1,1
40,11,49,0.345,1,0
45,10,46,0.652,1,1
34,13,41,0.515,0,1
38,13,51,0.677,1,1
28,10,36,0.134,1,0
17,11,57,1.0,1,0
33,11,30,0.362,0,1
51,15,43,0.54,1,1
66,16,38,0.515,1,0
25,12,38,0.612,1,0
50,15,17,0.557,1,1
27,5,46,0.434,0,0
34,9,39,0.532,0,0
58,13,51,0.335,1,1
43,16,37,0.581,1,0
40,10,46,0.166,0,0
27,8,40,0.697,0,0
30,13,30,0.39,1,1
37,11,37,0.635,0,0
25,11,39,0.559,0,0
48,4,57,0.349,1,0
17,10,25,0.481,0,0
41,11,43,0.521,1,0
17,14,47,0.665,1,1
38,12,48,0.563,1,1
33,14,52,0.767,1,1
38,12,31,0.272,1,0
34,11,59,0.808,1,0
43,7,30,0.472,0,0
35,8,38,0.855,1,0
17,7,29,0.375,0,0
48,10,53,0.442,1,1
43,10,56,0.476,1,0
56,13,44,0.567,1,0
44,12,43,0.681,1,1
39,8,53,0.257,1,0
17,13,42,0.802,1,0
18,14,41,0.706,1,1
73,12,40,0.532,0,1
28,11,48,0.049,0,0
55,16,28,0.595,1,0
31,14,36,0.397,0,0
31,7,41,0.547,1,0
57,7,55,0.389,1,0
35,14,50,0.483,1,1
27,13,34,0.691,1,1
41,15,36,0.533,1,1
55,8,45,0.635,1,1
30,9,37,0.007,0,0
31,12,48,0.772,1,1
24,9,18,0.211,0,0
37,12,21,0.501,1,1
68,10,27,0.658,0,1
43,14,43,0.652,1,0
27,9,25,0.218,0,0
39,12,60,0.339,1,1
38,12,33,0.652,0,0
39,12,34,0.318,0,1
38,6,42,0.474,1,0
30,11,45,1.0,1,0
28,11,36,0.567,0,0
57,9,32,0.376,1,0
31,11,49,0.646,1,0
55,12,47,0.137,1,0
69,14,51,0.923,1,1
21,10,50,0.79,1,1
25,9,36,0.221,0,0
48,13,21,0.557,1,1
29,7,33,0.543,1,0
34,13,48,0.355,1,0
44,10,39,0.738,1,0
44,8,29,0.38,0,1
49,15,51,0.47,1,1
17,14,39,0.71,1,1
23,12,40,0.406,1,1
51,14,47,0.491,1,1
64,14,36,0.909,1,1
46,15,49,0.573,1,1
17,11,50,0.261,0,0
60,10,40,0.562,1,0
29,11,35,0.006,0,1
40,14,39,0.388,0,1
17,9,52,0.514,1,1
25,10,40,0.666,0,0
17,9,50,0.506,0,0
37,10,44,0.469,0,1
52,13,45,0.632,1,1
47,13,56,0.56,1,1
37,12,44,0.587,1,1
21,15,38,0.64,1,0
43,11,35,0.458,0,1
27,12,23,0.5,1,0
22,11,40,0.566,1,0
44,13,40,0.836,1,1
36,13,40,0.044,1,1
42,13,57,0.361,1,1
34,9,27,0.146,0,0
51,9,30,0.269,0,0
46,13,56,0.683,1,1
34,9,26,0.399,0,0
42,16,37,0.273,1,1
57,10,30,0.471,1,1
64,12,41,0.77,1,1
59,14,39,0.604,1,1
46,13,40,0.732,1,1
51,11,58,0.343,1,0
44,10,50,0.676,1,0
17,9,50,0.593,1,0
42,14,40,0.413,1,1
27,10,53,0.691,1,1
39,9,29,0.433,0,1
62,7,34,0.219,0,0
35,9,50,0.787,1,1
36,14,37,0.684,1,1
36,16,43,0.553,1,0
18,13,36,0.496,0,0
33,13,39,0.336,1,0
38,14,34,0.651,0,0
30,6,3,0.419,0,0
38,11,23,0.498,1,1
26,15,51,0.256,1,0
51,15,29,0.654,1,0
52,14,38,0.455,1,1
36,13,44,0.467,1,1
20,10,35,0.615,1,0
53,11,31,0.198,0,0
49,9,51,0.617,1,0
40,16,31,0.487,1,1
35,13,55,0.493,1,1
44,14,28,0.52,1,1
38,7,43,0.488,1,1
37,15,45,0.414,1,1
40,9,24,0.64,0,0
45,11,39,0.319,0,0
48,11,38,0.304,1,0
57,8,41,0.563,0,0
72,7,31,0.521,1,0
52,14,51,0.819,1,1
35,12,45,0.424,1,1
25,11,27,0.981,1,0
46,8,49,0.37,1,0
20,9,28,0.893,1,1
47,15,38,0.697,1,1
51,12,39,0.372,1,0
39,11,57,0.615,1,1
41,9,22,0.468,1,0
40,15,21,0.451,0,0
44,10,36,0.632,1,1
34,10,25,0.275,0,0
54,16,42,0.48,1,1
28,10,30,0.54,0,0
39,11,43,0.513,0,0
62,7,38,0.653,1,0
47,12,48,0.439,1,1
46,7,13,0.639,1,1
46,10,52,0.381,1,1
47,9,37,0.905,1,1
35,13,44,0.726,1,1
17,8,45,0.461,1,1
59,8,43,0.684,0,1
47,13,57,0.478,1,1
36,11,48,0.272,1,1
37,8,50,0.352,1,0
20,12,32,0.545,0,0
61,13,47,0.512,1,1
39,10,36,0.582,1,0
74,13,40,0.845,1,1
17,15,39,0.646,1,1
17,13,33,0.307,0,0
44,11,30,0.178,0,1
52,12,49,0.383,1,1
36,16,53,0.617,1,1
19,8,48,0.395,0,0
40,15,47,0.48,1,1
31,5,38,0.692,0,1
39,11,36,0.504,1,0
25,13,36,0.5,1,0
43,15,48,0.333,0,1
45,10,41,0.584,1,1
29,12,23,0.386,1,0
46,11,59,0.477,0,1
52,8,38,0.907,1,1
