age,education_years,hours_per_week,occupation,marital,sex,income_high
20,12,50,Office & Admin,Never married,1,0
35,16,40,Blue-collar (build/repair/prod/transport),Never married,1,1
51,18,40,Management/Business/Finance,Married,0,1
36,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
30,18,65,Management/Business/Finance,Never married,0,1
37,14,36,Blue-collar (build/repair/prod/transport),Never married,1,0
59,11,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
40,13,50,Blue-collar (build/repair/prod/transport),Married,1,1
73,11,50,Blue-collar (build/repair/prod/transport),Married,1,0
30,16,50,Management/Business/Finance,Married,0,1
54,12,40,Education/Legal/Arts/Social,Married,0,0
60,13,40,Office & Admin,Divorced,0,0
37,14,40,Blue-collar (build/repair/prod/transport),Never married,0,0
18,11,40,Service (food/clean/care/protective),Never married,1,0
17,10,20,Service (food/clean/care/protective),Never married,1,0
49,18,40,Education/Legal/Arts/Social,Divorced,0,1
46,16,25,Education/Legal/Arts/Social,Never married,0,0
19,14,30,Blue-collar (build/repair/prod/transport),Never married,0,0
62,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
28,14,30,Healthcare,Married,0,0
36,12,50,Blue-collar (build/repair/prod/transport),Married,1,0
38,12,37,Management/Business/Finance,Married,0,1
38,16,45,Office & Admin,Divorced,0,1
54,14,40,Office & Admin,Married,0,0
54,14,30,Service (food/clean/care/protective),Divorced,1,1
28,16,35,Healthcare,Never married,1,0
23,14,20,Service (food/clean/care/protective),Never married,1,0
28,12,40,Management/Business/Finance,Married,0,0
28,16,60,Management/Business/Finance,Never married,1,1
68,12,60,Blue-collar (build/repair/prod/transport),Married,1,1
24,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
36,16,45,Management/Business/Finance,Married,1,1
63,11,30,Blue-collar (build/repair/prod/transport),Never married,1,0
68,12,40,Management/Business/Finance,Married,1,1
46,12,50,Management/Business/Finance,Married,1,1
34,16,40,Office & Admin,Married,0,0
53,12,40,Management/Business/Finance,Married,1,1
56,14,40,Management/Business/Finance,Divorced,0,1
71,14,30,Blue-collar (build/repair/prod/transport),Married,1,1
45,16,40,Sales,Married,1,1
23,14,6,Healthcare,Never married,1,0
43,16,40,Healthcare,Married,0,1
51,16,40,Education/Legal/Arts/Social,Married,1,0
62,14,40,Office & Admin,Married,0,1
41,16,40,Computing/Engineering/Science,Married,1,1
45,11,40,Blue-collar (build/repair/prod/transport),Married,1,1
19,14,15,Management/Business/Finance,Never married,0,0
33,12,20,Healthcare,Married,0,0
25,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
32,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
44,12,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
57,6,40,Service (food/clean/care/protective),Separated,1,0
36,21,40,Computing/Engineering/Science,Never married,1,1
48,16,40,Education/Legal/Arts/Social,Divorced,0,1
51,16,40,Sales,Married,1,1
44,18,40,Management/Business/Finance,Married,1,1
50,14,40,Management/Business/Finance,Never married,0,0
17,11,16,Sales,Never married,0,0
49,11,8,Healthcare,Married,0,0
25,16,45,Healthcare,Never married,0,0
58,12,40,Office & Admin,Married,0,0
26,14,40,Service (food/clean/care/protective),Never married,1,0
53,4,10,Service (food/clean/care/protective),Married,0,0
20,14,40,Office & Admin,Never married,1,0
51,18,50,Management/Business/Finance,Never married,0,1
39,14,50,Blue-collar (build/repair/prod/transport),Married,0,1
25,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
65,9,50,Blue-collar (build/repair/prod/transport),Widowed,1,0
51,9,50,Blue-collar (build/repair/prod/transport),Married,1,0
42,12,30,Blue-collar (build/repair/prod/transport),Married,1,0
24,14,40,Sales,Never married,1,0
21,14,30,Blue-collar (build/repair/prod/transport),Never married,1,0
55,16,55,Management/Business/Finance,Married,0,1
52,14,40,Management/Business/Finance,Married,1,0
62,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
52,16,52,Blue-collar (build/repair/prod/transport),Never married,1,0
22,9,35,Blue-collar (build/repair/prod/transport),Never married,1,0
22,16,24,Healthcare,Never married,0,0
25,13,40,Sales,Never married,1,0
50,18,40,Education/Legal/Arts/Social,Married,0,1
64,14,40,Sales,Never married,1,1
64,12,16,Blue-collar (build/repair/prod/transport),Married,0,0
35,16,40,Service (food/clean/care/protective),Married,0,1
36,16,40,Sales,Married,0,1
50,16,60,Education/Legal/Arts/Social,Married,0,1
19,14,15,Education/Legal/Arts/Social,Never married,1,0
37,4,50,Blue-collar (build/repair/prod/transport),Never married,1,0
33,16,20,Healthcare,Never married,0,0
43,18,40,Education/Legal/Arts/Social,Never married,0,1
23,16,25,Office & Admin,Married,0,0
65,16,33,Office & Admin,Divorced,0,0
19,12,8,Blue-collar (build/repair/prod/transport),Never married,0,0
22,12,40,Office & Admin,Never married,1,0
21,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
33,12,40,Service (food/clean/care/protective),Never married,0,0
63,14,40,Sales,Separated,0,1
59,14,40,Sales,Married,1,1
27,19,1,Education/Legal/Arts/Social,Never married,0,0
42,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
21,12,25,Office & Admin,Never married,1,0
47,13,25,Education/Legal/Arts/Social,Married,0,0
52,0,57,Blue-collar (build/repair/prod/transport),Married,1,0
54,13,40,Computing/Engineering/Science,Married,1,1
58,12,30,Sales,Married,0,0
32,14,40,Office & Admin,Never married,0,0
29,14,40,Healthcare,Never married,0,0
33,14,20,Service (food/clean/care/protective),Never married,0,0
33,16,40,Education/Legal/Arts/Social,Married,0,1
51,14,60,Management/Business/Finance,Divorced,0,1
32,0,57,Blue-collar (build/repair/prod/transport),Separated,1,0
31,18,40,Education/Legal/Arts/Social,Never married,0,0
56,6,72,Blue-collar (build/repair/prod/transport),Married,1,0
30,14,25,Blue-collar (build/repair/prod/transport),Separated,0,0
51,16,40,Healthcare,Married,0,1
38,14,30,Education/Legal/Arts/Social,Married,1,0
57,16,40,Computing/Engineering/Science,Married,1,1
39,12,19,Healthcare,Married,0,0
26,12,27,Sales,Never married,1,0
59,16,40,Healthcare,Divorced,0,1
30,12,40,Sales,Married,0,0
68,18,50,Office & Admin,Married,0,1
40,16,40,Sales,Divorced,1,1
51,14,40,Education/Legal/Arts/Social,Divorced,0,0
39,16,40,Education/Legal/Arts/Social,Married,1,1
40,14,40,Office & Admin,Never married,0,0
22,14,40,Sales,Never married,0,0
53,14,40,Office & Admin,Married,0,1
57,13,40,Sales,Married,1,0
26,16,40,Management/Business/Finance,Never married,0,0
46,19,50,Healthcare,Married,1,1
49,13,60,Management/Business/Finance,Married,1,1
41,14,60,Service (food/clean/care/protective),Divorced,1,1
60,12,40,Office & Admin,Married,1,1
27,14,45,Service (food/clean/care/protective),Married,1,0
27,13,40,Sales,Never married,1,0
37,18,40,Management/Business/Finance,Married,1,1
62,18,18,Management/Business/Finance,Married,0,0
38,18,35,Education/Legal/Arts/Social,Married,0,0
58,14,36,Healthcare,Married,0,1
37,18,40,Computing/Engineering/Science,Married,1,0
39,12,32,Healthcare,Never married,0,0
64,14,50,Education/Legal/Arts/Social,Married,1,1
47,14,50,Management/Business/Finance,Never married,0,0
43,16,45,Education/Legal/Arts/Social,Divorced,0,1
44,18,90,Management/Business/Finance,Divorced,0,1
58,11,40,Blue-collar (build/repair/prod/transport),Married,1,0
37,18,50,Sales,Never married,1,1
40,14,40,Blue-collar (build/repair/prod/transport),Married,1,0
53,19,60,Education/Legal/Arts/Social,Divorced,0,1
57,14,30,Office & Admin,Married,0,0
48,18,50,Education/Legal/Arts/Social,Never married,1,0
20,14,35,Service (food/clean/care/protective),Never married,1,0
43,18,90,Management/Business/Finance,Married,1,1
49,16,40,Computing/Engineering/Science,Married,1,1
26,16,40,Computing/Engineering/Science,Married,1,1
57,21,40,Education/Legal/Arts/Social,Married,0,1
53,14,50,Computing/Engineering/Science,Divorced,0,1
40,11,30,Blue-collar (build/repair/prod/transport),Married,1,0
52,18,40,Management/Business/Finance,Married,1,1
59,10,40,Management/Business/Finance,Divorced,1,0
34,12,30,Service (food/clean/care/protective),Married,0,0
38,18,60,Management/Business/Finance,Married,0,1
25,14,24,Office & Admin,Never married,1,0
36,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
60,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
22,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
42,12,40,Management/Business/Finance,Married,0,0
41,16,50,Management/Business/Finance,Married,1,1
58,12,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
28,0,40,Sales,Never married,1,0
49,16,30,Management/Business/Finance,Married,0,1
31,16,50,Management/Business/Finance,Never married,1,1
23,12,40,Service (food/clean/care/protective),Never married,0,0
63,14,40,Management/Business/Finance,Divorced,0,0
54,11,30,Blue-collar (build/repair/prod/transport),Divorced,1,0
20,13,20,Sales,Never married,1,0
29,16,32,Education/Legal/Arts/Social,Never married,0,0
31,16,40,Education/Legal/Arts/Social,Divorced,0,0
23,14,50,Military/Other,Married,0,0
34,13,40,Blue-collar (build/repair/prod/transport),Married,1,1
33,19,40,Healthcare,Never married,0,1
40,14,30,Service (food/clean/care/protective),Married,0,0
34,12,40,Sales,Married,1,0
30,16,50,Blue-collar (build/repair/prod/transport),Never married,1,0
65,16,40,Management/Business/Finance,Married,1,1
20,12,10,Service (food/clean/care/protective),Never married,1,0
33,18,10,Education/Legal/Arts/Social,Married,1,1
61,18,4,Computing/Engineering/Science,Divorced,1,1
45,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
33,16,50,Computing/Engineering/Science,Married,1,1
55,6,40,Service (food/clean/care/protective),Married,1,0
51,16,25,Education/Legal/Arts/Social,Married,1,0
40,6,40,Blue-collar (build/repair/prod/transport),Married,1,0
66,16,40,Sales,Married,1,1
35,16,40,Management/Business/Finance,Married,0,1
17,12,24,Office & Admin,Never married,1,0
49,19,50,Education/Legal/Arts/Social,Married,0,1
43,16,60,Education/Legal/Arts/Social,Divorced,0,1
30,19,55,Education/Legal/Arts/Social,Married,0,0
44,14,50,Blue-collar (build/repair/prod/transport),Married,1,1
48,14,20,Service (food/clean/care/protective),Married,0,0
50,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
38,16,40,Sales,Never married,1,0
61,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
37,16,40,Management/Business/Finance,Married,1,1
65,19,42,Education/Legal/Arts/Social,Never married,0,1
57,11,50,Service (food/clean/care/protective),Married,1,1
35,13,45,Blue-collar (build/repair/prod/transport),Married,1,1
52,18,60,Education/Legal/Arts/Social,Married,1,1
35,14,40,Service (food/clean/care/protective),Never married,0,0
23,16,40,Education/Legal/Arts/Social,Never married,1,0
50,14,40,Management/Business/Finance,Married,0,1
58,13,40,Office & Admin,Married,0,1
26,16,50,Computing/Engineering/Science,Never married,0,0
57,14,40,Office & Admin,Married,0,0
59,19,55,Healthcare,Married,0,1
30,16,25,Office & Admin,Never married,0,0
23,16,40,Management/Business/Finance,Never married,0,0
34,16,40,Sales,Never married,0,1
30,16,33,Education/Legal/Arts/Social,Married,0,1
34,16,50,Education/Legal/Arts/Social,Never married,0,1
63,16,40,Office & Admin,Married,0,1
25,11,40,Service (food/clean/care/protective),Married,0,0
57,12,35,Blue-collar (build/repair/prod/transport),Divorced,1,0
41,12,52,Sales,Married,1,1
60,16,20,Education/Legal/Arts/Social,Married,1,0
56,16,20,Management/Business/Finance,Divorced,0,0
61,14,40,Management/Business/Finance,Married,0,1
58,16,50,Management/Business/Finance,Married,1,1
27,16,25,Healthcare,Never married,0,0
51,16,40,Management/Business/Finance,Married,0,1
72,18,20,Education/Legal/Arts/Social,Never married,1,0
32,16,30,Service (food/clean/care/protective),Never married,1,0
38,14,45,Sales,Never married,1,1
43,16,40,Computing/Engineering/Science,Married,0,1
32,18,45,Management/Business/Finance,Married,1,1
33,16,40,Computing/Engineering/Science,Divorced,1,1
19,14,4,Service (food/clean/care/protective),Never married,0,0
55,14,22,Education/Legal/Arts/Social,Separated,0,0
56,16,40,Healthcare,Married,1,0
61,16,40,Blue-collar (build/repair/prod/transport),Married,1,1
44,18,60,Management/Business/Finance,Divorced,0,1
75,14,8,Sales,Married,1,0
62,10,20,Blue-collar (build/repair/prod/transport),Divorced,1,0
40,13,40,Blue-collar (build/repair/prod/transport),Married,0,0
44,0,38,Service (food/clean/care/protective),Married,1,0
34,16,40,Computing/Engineering/Science,Divorced,0,1
36,14,40,Sales,Never married,0,0
55,16,50,Computing/Engineering/Science,Married,1,1
63,16,40,Office & Admin,Never married,0,0
35,12,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
68,18,40,Healthcare,Married,1,1
30,14,40,Office & Admin,Divorced,0,0
27,10,54,Sales,Married,0,0
31,16,40,Computing/Engineering/Science,Married,1,1
56,14,40,Office & Admin,Married,0,0
52,18,60,Computing/Engineering/Science,Married,1,1
58,6,40,Service (food/clean/care/protective),Married,0,0
64,19,40,Healthcare,Married,1,1
22,14,30,Healthcare,Never married,1,0
41,11,40,Blue-collar (build/repair/prod/transport),Never married,0,0
45,18,60,Computing/Engineering/Science,Married,1,1
32,18,50,Management/Business/Finance,Married,1,1
17,10,12,Sales,Never married,0,0
28,18,35,Healthcare,Never married,0,0
43,14,40,Healthcare,Divorced,0,1
29,16,40,Blue-collar (build/repair/prod/transport),Married,0,0
55,16,20,Service (food/clean/care/protective),Married,0,1
36,12,40,Service (food/clean/care/protective),Married,0,0
41,19,60,Management/Business/Finance,Married,1,1
28,12,45,Management/Business/Finance,Separated,0,0
36,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
51,16,40,Management/Business/Finance,Married,0,1
19,13,12,Service (food/clean/care/protective),Never married,0,0
62,16,40,Education/Legal/Arts/Social,Never married,0,1
22,14,25,Office & Admin,Never married,1,0
39,12,20,Blue-collar (build/repair/prod/transport),Married,1,0
49,14,1,Education/Legal/Arts/Social,Separated,0,0
52,14,40,Healthcare,Married,0,1
34,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
55,19,45,Education/Legal/Arts/Social,Married,0,1
43,16,42,Healthcare,Divorced,0,1
28,19,24,Management/Business/Finance,Never married,0,0
75,21,50,Management/Business/Finance,Married,1,1
73,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
48,9,40,Blue-collar (build/repair/prod/transport),Never married,1,0
36,6,40,Service (food/clean/care/protective),Married,1,1
62,0,45,Blue-collar (build/repair/prod/transport),Divorced,1,1
23,12,48,Healthcare,Married,0,0
33,14,40,Office & Admin,Never married,0,0
59,14,60,Blue-collar (build/repair/prod/transport),Married,1,0
38,14,40,Service (food/clean/care/protective),Never married,1,0
28,16,45,Computing/Engineering/Science,Never married,1,1
32,13,80,Management/Business/Finance,Married,0,1
40,16,40,Service (food/clean/care/protective),Never married,1,0
20,14,8,Service (food/clean/care/protective),Never married,1,0
46,14,30,Service (food/clean/care/protective),Separated,0,0
35,19,30,Healthcare,Married,0,0
24,14,32,Sales,Never married,1,0
62,13,40,Blue-collar (build/repair/prod/transport),Married,1,0
46,19,55,Education/Legal/Arts/Social,Married,1,1
47,14,30,Education/Legal/Arts/Social,Divorced,0,1
43,14,40,Blue-collar (build/repair/prod/transport),Never married,1,0
59,16,40,Healthcare,Married,0,1
18,14,30,Office & Admin,Never married,0,0
67,16,40,Service (food/clean/care/protective),Never married,1,1
20,11,30,Sales,Never married,1,0
53,11,40,Blue-collar (build/repair/prod/transport),Married,1,0
20,12,15,Service (food/clean/care/protective),Never married,1,0
55,10,50,Blue-collar (build/repair/prod/transport),Married,1,0
33,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
35,16,50,Management/Business/Finance,Married,1,1
41,16,24,Office & Admin,Divorced,0,0
51,14,40,Healthcare,Married,1,0
74,18,32,Management/Business/Finance,Married,0,1
56,11,40,Blue-collar (build/repair/prod/transport),Married,1,1
29,11,5,Service (food/clean/care/protective),Never married,0,0
48,6,40,Healthcare,Never married,0,0
19,14,30,Sales,Never married,0,0
36,19,45,Computing/Engineering/Science,Married,0,1
32,12,40,Office & Admin,Divorced,0,1
55,16,55,Sales,Divorced,1,1
40,18,20,Management/Business/Finance,Married,0,0
33,14,32,Healthcare,Married,0,0
35,11,40,Blue-collar (build/repair/prod/transport),Never married,0,0
44,14,40,Office & Admin,Married,0,0
53,14,35,Blue-collar (build/repair/prod/transport),Married,1,0
28,16,40,Education/Legal/Arts/Social,Never married,1,1
29,9,37,Sales,Married,0,0
49,21,45,Computing/Engineering/Science,Married,1,1
62,16,40,Computing/Engineering/Science,Married,1,1
50,12,25,Sales,Married,0,0
40,18,40,Management/Business/Finance,Married,0,1
23,16,40,Office & Admin,Never married,0,0
47,14,40,Office & Admin,Married,1,1
44,16,40,Healthcare,Married,1,1
57,18,50,Education/Legal/Arts/Social,Married,0,1
41,16,20,Education/Legal/Arts/Social,Married,0,0
40,14,25,Office & Admin,Married,0,0
57,18,40,Office & Admin,Divorced,0,1
46,0,36,Blue-collar (build/repair/prod/transport),Married,1,0
37,16,40,Computing/Engineering/Science,Never married,1,1
29,14,40,Computing/Engineering/Science,Never married,1,0
33,12,48,Blue-collar (build/repair/prod/transport),Never married,0,0
33,21,40,Education/Legal/Arts/Social,Married,0,0
36,13,10,Education/Legal/Arts/Social,Married,0,0
26,14,24,Sales,Never married,0,0
23,14,25,Service (food/clean/care/protective),Never married,0,0
31,18,40,Computing/Engineering/Science,Married,1,1
46,16,7,Office & Admin,Married,0,0
35,14,80,Healthcare,Never married,1,1
60,13,40,Blue-collar (build/repair/prod/transport),Married,1,1
52,9,40,Blue-collar (build/repair/prod/transport),Never married,0,0
20,12,40,Service (food/clean/care/protective),Never married,1,0
39,12,45,Blue-collar (build/repair/prod/transport),Married,0,0
55,12,30,Office & Admin,Married,0,0
59,6,40,Service (food/clean/care/protective),Married,1,0
26,14,65,Management/Business/Finance,Married,0,0
26,18,40,Management/Business/Finance,Never married,0,1
37,14,40,Blue-collar (build/repair/prod/transport),Married,1,0
48,18,45,Management/Business/Finance,Divorced,0,1
29,19,45,Computing/Engineering/Science,Never married,1,1
21,12,37,Blue-collar (build/repair/prod/transport),Never married,1,0
53,13,32,Office & Admin,Married,0,0
39,10,30,Service (food/clean/care/protective),Never married,0,0
25,14,25,Service (food/clean/care/protective),Never married,0,0
23,12,38,Service (food/clean/care/protective),Never married,1,0
41,18,40,Management/Business/Finance,Married,1,1
47,16,28,Management/Business/Finance,Married,0,1
55,16,55,Management/Business/Finance,Married,0,0
33,16,40,Education/Legal/Arts/Social,Never married,0,1
49,3,40,Blue-collar (build/repair/prod/transport),Married,0,0
38,12,40,Office & Admin,Married,0,0
51,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
25,12,30,Service (food/clean/care/protective),Never married,1,0
53,14,40,Computing/Engineering/Science,Married,0,1
42,16,26,Healthcare,Divorced,0,1
61,13,40,Education/Legal/Arts/Social,Married,0,1
36,12,45,Blue-collar (build/repair/prod/transport),Married,0,0
43,6,40,Blue-collar (build/repair/prod/transport),Married,0,0
46,16,40,Computing/Engineering/Science,Married,1,1
34,14,40,Office & Admin,Married,1,0
52,13,40,Service (food/clean/care/protective),Married,1,0
49,18,8,Healthcare,Married,0,0
60,18,40,Computing/Engineering/Science,Married,1,1
30,16,40,Blue-collar (build/repair/prod/transport),Never married,1,0
35,18,50,Management/Business/Finance,Married,0,1
32,14,40,Service (food/clean/care/protective),Married,1,0
59,16,55,Sales,Married,1,1
24,18,40,Computing/Engineering/Science,Never married,1,0
48,14,45,Management/Business/Finance,Divorced,0,1
46,18,60,Computing/Engineering/Science,Married,1,1
76,18,20,Education/Legal/Arts/Social,Divorced,0,1
38,18,40,Education/Legal/Arts/Social,Married,0,1
19,14,20,Service (food/clean/care/protective),Never married,0,0
55,12,70,Blue-collar (build/repair/prod/transport),Married,1,0
39,14,40,Education/Legal/Arts/Social,Married,1,1
68,16,20,Blue-collar (build/repair/prod/transport),Married,1,1
43,12,40,Military/Other,Married,1,1
43,13,40,Sales,Never married,1,1
74,13,40,Service (food/clean/care/protective),Never married,0,1
36,18,40,Management/Business/Finance,Married,1,1
49,11,53,Blue-collar (build/repair/prod/transport),Married,1,0
17,14,20,Sales,Never married,1,0
68,16,20,Management/Business/Finance,Married,1,0
62,14,40,Sales,Divorced,1,1
28,16,40,Education/Legal/Arts/Social,Never married,1,0
40,18,40,Education/Legal/Arts/Social,Divorced,0,1
42,16,48,Office & Admin,Married,0,1
18,11,25,Service (food/clean/care/protective),Never married,1,0
33,12,30,Blue-collar (build/repair/prod/transport),Never married,1,0
61,19,55,Management/Business/Finance,Married,1,1
32,11,32,Blue-collar (build/repair/prod/transport),Never married,1,0
54,16,40,Management/Business/Finance,Married,1,1
31,14,24,Service (food/clean/care/protective),Married,0,0
23,14,81,Blue-collar (build/repair/prod/transport),Married,1,0
57,19,65,Education/Legal/Arts/Social,Married,0,1
40,16,40,Management/Business/Finance,Never married,0,1
56,6,56,Blue-collar (build/repair/prod/transport),Separated,1,0
53,18,40,Management/Business/Finance,Divorced,0,1
55,14,50,Blue-collar (build/repair/prod/transport),Married,1,0
40,13,40,Blue-collar (build/repair/prod/transport),Never married,1,0
49,14,40,Office & Admin,Married,0,0
47,18,40,Management/Business/Finance,Married,1,1
23,19,20,Healthcare,Married,0,0
30,12,30,Blue-collar (build/repair/prod/transport),Never married,1,0
33,18,30,Education/Legal/Arts/Social,Married,0,0
45,13,40,Sales,Married,1,0
40,14,10,Office & Admin,Married,0,0
79,18,3,Education/Legal/Arts/Social,Married,0,0
21,11,40,Sales,Never married,1,0
22,14,30,Service (food/clean/care/protective),Never married,0,0
30,16,40,Blue-collar (build/repair/prod/transport),Never married,1,1
55,14,40,Service (food/clean/care/protective),Married,0,1
39,16,40,Blue-collar (build/repair/prod/transport),Married,1,0
41,16,50,Management/Business/Finance,Married,1,1
38,0,20,Blue-collar (build/repair/prod/transport),Divorced,1,0
27,12,40,Office & Admin,Never married,0,1
60,14,30,Sales,Married,0,0
19,14,25,Service (food/clean/care/protective),Never married,1,0
20,12,40,Education/Legal/Arts/Social,Never married,0,1
60,13,40,Education/Legal/Arts/Social,Divorced,0,1
63,16,33,Healthcare,Married,0,1
56,16,40,Education/Legal/Arts/Social,Never married,0,1
26,16,50,Office & Admin,Never married,0,1
56,18,40,Education/Legal/Arts/Social,Married,0,1
79,12,5,Sales,Married,0,0
55,14,46,Management/Business/Finance,Married,0,1
56,14,40,Management/Business/Finance,Married,1,0
19,12,15,Blue-collar (build/repair/prod/transport),Never married,1,0
58,18,40,Management/Business/Finance,Married,1,1
18,12,40,Service (food/clean/care/protective),Never married,1,0
58,13,40,Blue-collar (build/repair/prod/transport),Married,1,1
17,11,40,Service (food/clean/care/protective),Never married,0,0
28,12,18,Blue-collar (build/repair/prod/transport),Never married,1,0
57,0,2,Service (food/clean/care/protective),Married,0,0
68,18,30,Management/Business/Finance,Married,1,1
61,12,40,Management/Business/Finance,Married,0,1
20,14,5,Education/Legal/Arts/Social,Never married,1,0
49,16,55,Management/Business/Finance,Married,1,1
75,14,18,Service (food/clean/care/protective),Divorced,0,0
31,0,40,Blue-collar (build/repair/prod/transport),Never married,1,0
47,16,40,Healthcare,Married,0,0
48,13,30,Education/Legal/Arts/Social,Married,1,0
34,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
62,13,46,Office & Admin,Married,0,1
58,14,25,Sales,Divorced,1,0
51,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
52,11,40,Healthcare,Divorced,1,0
41,18,40,Management/Business/Finance,Separated,0,1
30,16,80,Education/Legal/Arts/Social,Never married,0,1
21,14,20,Blue-collar (build/repair/prod/transport),Never married,1,0
65,21,50,Education/Legal/Arts/Social,Never married,0,1
50,13,40,Service (food/clean/care/protective),Married,0,0
43,11,40,Healthcare,Divorced,0,0
33,16,40,Education/Legal/Arts/Social,Never married,1,0
73,14,40,Computing/Engineering/Science,Married,1,0
50,11,40,Management/Business/Finance,Married,1,1
25,14,44,Office & Admin,Married,1,0
31,16,40,Education/Legal/Arts/Social,Separated,0,0
38,14,84,Management/Business/Finance,Divorced,0,0
30,11,36,Office & Admin,Married,1,0
26,14,30,Sales,Never married,1,0
58,11,40,Management/Business/Finance,Married,0,0
25,13,45,Office & Admin,Never married,1,0
50,14,58,Service (food/clean/care/protective),Married,1,1
54,16,40,Office & Admin,Married,1,1
61,13,45,Management/Business/Finance,Divorced,1,1
18,10,20,Sales,Never married,0,0
64,12,40,Management/Business/Finance,Married,0,0
63,16,90,Management/Business/Finance,Married,1,1
33,16,60,Management/Business/Finance,Never married,0,1
46,16,40,Education/Legal/Arts/Social,Divorced,0,1
30,12,30,Service (food/clean/care/protective),Divorced,1,0
20,12,25,Service (food/clean/care/protective),Never married,1,0
53,13,32,Office & Admin,Married,0,0
25,16,45,Sales,Never married,0,1
67,12,20,Service (food/clean/care/protective),Married,0,0
44,0,40,Service (food/clean/care/protective),Separated,0,0
31,16,44,Office & Admin,Married,0,0
63,21,38,Computing/Engineering/Science,Married,1,1
59,13,40,Office & Admin,Widowed,0,1
44,10,5,Sales,Divorced,0,0
59,16,40,Management/Business/Finance,Married,1,1
71,16,4,Sales,Widowed,0,0
34,16,40,Computing/Engineering/Science,Married,1,1
29,16,45,Sales,Never married,0,0
24,12,45,Service (food/clean/care/protective),Never married,1,0
33,12,30,Blue-collar (build/repair/prod/transport),Never married,1,0
57,3,40,Healthcare,Divorced,0,0
34,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
31,18,40,Management/Business/Finance,Married,0,1
44,14,40,Service (food/clean/care/protective),Married,1,1
19,12,30,Sales,Never married,0,0
36,12,50,Blue-collar (build/repair/prod/transport),Married,1,1
39,14,40,Office & Admin,Married,0,0
54,11,40,Office & Admin,Married,0,0
54,12,14,Blue-collar (build/repair/prod/transport),Divorced,1,0
31,16,40,Management/Business/Finance,Divorced,1,1
29,16,50,Office & Admin,Never married,0,0
71,18,80,Computing/Engineering/Science,Married,1,1
21,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
61,14,5,Service (food/clean/care/protective),Divorced,0,0
53,16,58,Blue-collar (build/repair/prod/transport),Never married,1,0
27,14,40,Service (food/clean/care/protective),Never married,1,0
38,16,40,Computing/Engineering/Science,Married,0,0
22,12,40,Service (food/clean/care/protective),Never married,0,0
57,16,40,Management/Business/Finance,Married,0,1
20,12,40,Service (food/clean/care/protective),Never married,1,0
51,16,40,Management/Business/Finance,Married,0,1
71,18,40,Healthcare,Widowed,0,1
44,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
58,10,40,Service (food/clean/care/protective),Divorced,0,0
47,16,20,Management/Business/Finance,Married,1,0
46,18,40,Education/Legal/Arts/Social,Married,0,1
33,9,40,Blue-collar (build/repair/prod/transport),Married,1,0
68,11,40,Service (food/clean/care/protective),Married,0,0
34,14,40,Management/Business/Finance,Married,1,1
48,18,40,Healthcare,Married,0,1
25,14,55,Service (food/clean/care/protective),Married,1,1
23,12,30,Management/Business/Finance,Never married,0,0
21,14,48,Service (food/clean/care/protective),Never married,1,0
41,16,60,Education/Legal/Arts/Social,Married,0,0
33,16,45,Computing/Engineering/Science,Married,1,1
18,12,15,Sales,Never married,1,0
54,12,30,Office & Admin,Married,0,0
26,14,40,Blue-collar (build/repair/prod/transport),Never married,1,0
33,16,50,Office & Admin,Married,1,0
37,18,40,Management/Business/Finance,Married,1,1
61,21,40,Education/Legal/Arts/Social,Married,1,1
54,12,25,Service (food/clean/care/protective),Married,0,0
44,14,40,Office & Admin,Married,0,0
26,16,40,Office & Admin,Never married,1,0
41,0,40,Service (food/clean/care/protective),Never married,0,0
23,14,20,Education/Legal/Arts/Social,Never married,0,0
38,14,40,Blue-collar (build/repair/prod/transport),Never married,1,1
65,13,20,Blue-collar (build/repair/prod/transport),Married,0,0
